delivery_key,delivery_id,order_key,order_id,promised_delivery_date,actual_delivery_date,transport_cost,delivery_status,order_date,quantity,order_value,order_status,warehouse_key,warehouse_id,warehouse_name,warehouse_country,warehouse_capacity,carrier_key,carrier_id,carrier_name,carrier_service_level,dq_flag_missing_transport_cost,dq_flag_invalid_delivery_date,delivery_variance_days
15499,D0015499,15499,O0015499,2025-01-08,2025-01-12,59.18,Delivered,2025-01-03,23,336.03,Delivered,4,W04,Warehouse 04,France,17137,10,T10,Carrier 10,Express,false,false,4
15500,D0015500,15500,O0015500,2025-05-07,2025-05-05,401.05,Delivered,2025-05-04,50,3474.0,Delivered,11,W11,Warehouse 11,Germany,5748,14,T14,Carrier 14,Premium,false,false,-2
15501,D0015501,15501,O0015501,2025-07-26,2025-07-26,60.44,Delivered,2025-07-21,16,418.88,Delivered,4,W04,Warehouse 04,France,17137,6,T06,Carrier 06,Standard,false,false,0
15502,D0015502,15502,O0015502,2025-08-04,2025-08-08,59.47,Delivered,2025-07-30,34,1137.98,Delivered,12,W12,Warehouse 12,Netherlands,25674,1,T01,Carrier 01,Premium,false,false,4
15503,D0015503,15503,O0015503,2025-09-24,2025-10-02,74.99,In Transit,2025-09-18,21,705.18,In Transit,11,W11,Warehouse 11,Germany,5748,12,T12,Carrier 12,Premium,false,false,8
15504,D0015504,15504,O0015504,2025-07-13,2025-07-15,31.5,Delivered,2025-07-07,2,95.08,Delivered,12,W12,Warehouse 12,Netherlands,25674,3,T03,Carrier 03,Standard,false,false,2
15505,D0015505,15505,O0015505,2025-01-14,2025-01-07,140.55,Delivered,2025-01-06,50,1169.0,Delivered,2,W02,Warehouse 02,Spain,27715,2,T02,Carrier 02,Premium,false,false,-7
15506,D0015506,15506,O0015506,2025-03-05,2025-03-12,146.09,In Transit,2025-03-02,46,1653.24,In Transit,12,W12,Warehouse 12,Netherlands,25674,12,T12,Carrier 12,Premium,false,false,7
15507,D0015507,15507,O0015507,2025-10-10,2025-10-13,311.25,Delivered,2025-10-06,48,3145.44,Delivered,3,W03,Warehouse 03,Brazil,15843,6,T06,Carrier 06,Standard,false,false,3
15508,D0015508,15508,O0015508,2025-09-16,2025-09-14,50.43,Delivered,2025-09-11,11,285.12,Delivered,12,W12,Warehouse 12,Netherlands,25674,7,T07,Carrier 07,Standard,false,false,-2
15509,D0015509,15509,O0015509,2025-09-01,2025-09-04,80.49,Delivered,2025-08-26,42,997.92,Delivered,1,W01,Warehouse 01,Germany,20207,2,T02,Carrier 02,Premium,false,false,3
15510,D0015510,15510,O0015510,2025-06-16,2025-06-17,86.29,Delivered,2025-06-10,19,553.85,Delivered,4,W04,Warehouse 04,France,17137,4,T04,Carrier 04,Express,false,false,1
15511,D0015511,15511,O0015511,2025-04-14,2025-04-13,89.37,Delivered,2025-04-11,37,732.23,Delivered,2,W02,Warehouse 02,Spain,27715,10,T10,Carrier 10,Express,false,false,-1
15512,D0015512,15512,O0015512,2025-04-28,2025-04-30,36.0,Delivered,2025-04-23,20,184.6,Delivered,2,W02,Warehouse 02,Spain,27715,2,T02,Carrier 02,Premium,false,false,2
15513,D0015513,15513,O0015513,2025-09-14,2025-09-24,248.79,Delivered,2025-09-09,30,1842.6,Delivered,7,W07,Warehouse 07,Netherlands,10019,5,T05,Carrier 05,Express,false,false,10
15514,D0015514,15514,O0015514,2025-07-08,2025-07-08,45.64,Delivered,2025-07-04,10,420.7,Delivered,11,W11,Warehouse 11,Germany,5748,13,T13,Carrier 13,Standard,false,false,0
15515,D0015515,15515,O0015515,2025-02-23,2025-03-04,40.98,Delivered,2025-02-17,8,217.44,Delivered,5,W05,Warehouse 05,Spain,25643,4,T04,Carrier 04,Express,false,false,9
15516,D0015516,15516,O0015516,2025-06-04,2025-06-09,220.47,Delivered,2025-05-26,19,2053.33,Delivered,10,W10,Warehouse 10,Germany,24023,13,T13,Carrier 13,Standard,false,false,5
15517,D0015517,15517,O0015517,2025-11-05,2025-11-03,43.24,Delivered,2025-10-28,18,383.22,Delivered,6,W06,Warehouse 06,Italy,23070,5,T05,Carrier 05,Express,false,false,-2
15518,D0015518,15518,O0015518,2025-08-11,2025-08-13,68.68,Delivered,2025-08-07,5,587.55,Delivered,12,W12,Warehouse 12,Netherlands,25674,4,T04,Carrier 04,Express,false,false,2
15519,D0015519,15519,O0015519,2025-11-17,2025-11-14,348.41,Delivered,2025-11-13,50,4258.5,Delivered,3,W03,Warehouse 03,Brazil,15843,12,T12,Carrier 12,Premium,false,false,-3
15520,D0015520,15520,O0015520,2025-07-14,2025-07-20,37.8,Cancelled,2025-07-05,10,94.5,Cancelled,10,W10,Warehouse 10,Germany,24023,9,T09,Carrier 09,Premium,false,false,6
15521,D0015521,15521,O0015521,2025-07-06,2025-07-04,38.25,In Transit,2025-06-27,29,269.12,In Transit,1,W01,Warehouse 01,Germany,20207,6,T06,Carrier 06,Standard,false,false,-2
15522,D0015522,15522,O0015522,2025-12-23,2025-12-15,44.59,Delivered,2025-12-13,32,487.04,Delivered,6,W06,Warehouse 06,Italy,23070,10,T10,Carrier 10,Express,false,false,-8
15523,D0015523,15523,O0015523,2025-07-13,2025-07-11,16.19,Delivered,2025-07-05,1,9.46,Delivered,3,W03,Warehouse 03,Brazil,15843,3,T03,Carrier 03,Standard,false,false,-2
15524,D0015524,15524,O0015524,2025-02-28,2025-02-28,63.56,Delivered,2025-02-19,39,556.14,Delivered,10,W10,Warehouse 10,Germany,24023,7,T07,Carrier 07,Standard,false,false,0
15525,D0015525,15525,O0015525,2025-06-02,2025-06-02,34.6,Delivered,2025-05-27,2,49.18,Delivered,5,W05,Warehouse 05,Spain,25643,7,T07,Carrier 07,Standard,false,false,0
15526,D0015526,15526,O0015526,2025-09-01,2025-09-07,84.79,Cancelled,2025-08-25,35,997.15,Cancelled,6,W06,Warehouse 06,Italy,23070,14,T14,Carrier 14,Premium,false,false,6
15527,D0015527,15527,O0015527,2025-05-11,2025-05-16,32.54,Delivered,2025-05-07,2,71.88,Delivered,10,W10,Warehouse 10,Germany,24023,7,T07,Carrier 07,Standard,false,false,5
15528,D0015528,15528,O0015528,2025-06-06,2025-06-08,46.6,Delivered,2025-05-30,13,351.78,Delivered,4,W04,Warehouse 04,France,17137,3,T03,Carrier 03,Standard,false,false,2
15529,D0015529,15529,O0015529,2025-11-24,2025-11-21,82.89,Delivered,2025-11-15,25,935.0,Delivered,2,W02,Warehouse 02,Spain,27715,3,T03,Carrier 03,Standard,false,false,-3
15530,D0015530,15530,O0015530,2025-06-18,2025-06-23,69.34,Delivered,2025-06-08,28,764.4,Delivered,9,W09,Warehouse 09,Spain,10336,4,T04,Carrier 04,Express,false,false,5
15531,D0015531,15531,O0015531,2025-04-27,2025-04-30,31.28,Delivered,2025-04-22,6,77.58,Delivered,1,W01,Warehouse 01,Germany,20207,15,T15,Carrier 15,Express,false,false,3
15532,D0015532,15532,O0015532,2025-02-17,2025-02-10,36.44,Delivered,2025-02-09,13,139.62,Delivered,9,W09,Warehouse 09,Spain,10336,1,T01,Carrier 01,Premium,false,false,-7
15533,D0015533,15533,O0015533,2025-06-03,2025-06-12,59.95,Delivered,2025-05-28,17,614.04,Delivered,12,W12,Warehouse 12,Netherlands,25674,11,T11,Carrier 11,Standard,false,false,9
15534,D0015534,15534,O0015534,2025-10-15,2025-10-08,37.06,Delivered,2025-10-07,6,330.3,Delivered,9,W09,Warehouse 09,Spain,10336,13,T13,Carrier 13,Standard,false,false,-7
15535,D0015535,15535,O0015535,2025-04-23,2025-04-29,201.78,Delivered,2025-04-20,39,2336.49,Delivered,4,W04,Warehouse 04,France,17137,15,T15,Carrier 15,Express,false,false,6
15536,D0015536,15536,O0015536,2025-06-24,2025-06-29,94.02,Cancelled,2025-06-21,13,721.63,Cancelled,9,W09,Warehouse 09,Spain,10336,11,T11,Carrier 11,Standard,false,false,5
15537,D0015537,15537,O0015537,2025-08-31,2025-09-09,34.46,Delivered,2025-08-28,5,31.25,Delivered,9,W09,Warehouse 09,Spain,10336,6,T06,Carrier 06,Standard,false,false,9
15538,D0015538,15538,O0015538,2025-12-10,2025-12-13,52.31,Delivered,2025-12-05,31,829.56,Delivered,2,W02,Warehouse 02,Spain,27715,6,T06,Carrier 06,Standard,false,false,3
15539,D0015539,15539,O0015539,2025-10-29,2025-11-07,171.86,Delivered,2025-10-25,49,1406.3,Delivered,6,W06,Warehouse 06,Italy,23070,5,T05,Carrier 05,Express,false,false,9
15540,D0015540,15540,O0015540,2025-04-25,2025-04-16,100.91,In Transit,2025-04-15,49,1396.99,In Transit,11,W11,Warehouse 11,Germany,5748,12,T12,Carrier 12,Premium,false,false,-9
15541,D0015541,15541,O0015541,2025-03-06,2025-03-12,173.9,In Transit,2025-03-01,43,1621.53,In Transit,5,W05,Warehouse 05,Spain,25643,10,T10,Carrier 10,Express,false,false,6
15542,D0015542,15542,O0015542,2025-09-10,2025-09-08,29.37,Delivered,2025-09-02,1,55.51,Delivered,2,W02,Warehouse 02,Spain,27715,11,T11,Carrier 11,Standard,false,false,-2
15543,D0015543,15543,O0015543,2025-04-07,2025-04-16,40.41,Delivered,2025-04-03,3,90.81,Delivered,6,W06,Warehouse 06,Italy,23070,7,T07,Carrier 07,Standard,false,false,9
15544,D0015544,15544,O0015544,2025-05-29,2025-05-30,104.07,Delivered,2025-05-24,48,822.72,Delivered,10,W10,Warehouse 10,Germany,24023,9,T09,Carrier 09,Premium,false,false,1
15545,D0015545,15545,O0015545,2025-02-17,2025-02-10,38.89,Delivered,2025-02-07,21,418.11,Delivered,2,W02,Warehouse 02,Spain,27715,11,T11,Carrier 11,Standard,false,false,-7
15546,D0015546,15546,O0015546,2025-10-13,2025-10-13,53.46,Cancelled,2025-10-10,14,265.02,Cancelled,6,W06,Warehouse 06,Italy,23070,3,T03,Carrier 03,Standard,false,false,0
15547,D0015547,15547,O0015547,2025-03-06,2025-03-13,27.11,Delivered,2025-02-28,5,154.95,Delivered,12,W12,Warehouse 12,Netherlands,25674,3,T03,Carrier 03,Standard,false,false,7
15548,D0015548,15548,O0015548,2025-05-29,2025-05-31,206.37,Delivered,2025-05-19,37,1728.27,Delivered,7,W07,Warehouse 07,Netherlands,10019,2,T02,Carrier 02,Premium,false,false,2
15549,D0015549,15549,O0015549,2025-06-06,2025-06-02,29.58,Delivered,2025-05-29,8,227.68,Delivered,6,W06,Warehouse 06,Italy,23070,6,T06,Carrier 06,Standard,false,false,-4
15550,D0015550,15550,O0015550,2025-01-23,2025-01-23,62.53,Delivered,2025-01-16,23,824.55,Delivered,10,W10,Warehouse 10,Germany,24023,15,T15,Carrier 15,Express,false,false,0
15551,D0015551,15551,O0015551,2025-10-15,2025-10-21,79.27,Delivered,2025-10-11,46,845.02,Delivered,6,W06,Warehouse 06,Italy,23070,1,T01,Carrier 01,Premium,false,false,6
15552,D0015552,15552,O0015552,2025-08-18,2025-08-16,342.84,Delivered,2025-08-14,49,2840.04,Delivered,1,W01,Warehouse 01,Germany,20207,11,T11,Carrier 11,Standard,false,false,-2
15553,D0015553,15553,O0015553,2025-07-21,2025-07-22,344.35,In Transit,2025-07-17,42,4207.14,In Transit,1,W01,Warehouse 01,Germany,20207,8,T08,Carrier 08,Standard,false,false,1
15554,D0015554,15554,O0015554,2025-03-10,2025-03-13,67.28,Cancelled,2025-03-06,18,543.96,Cancelled,6,W06,Warehouse 06,Italy,23070,15,T15,Carrier 15,Express,false,false,3
15555,D0015555,15555,O0015555,2025-01-25,2025-01-30,73.88,Delivered,2025-01-20,33,429.99,Delivered,12,W12,Warehouse 12,Netherlands,25674,8,T08,Carrier 08,Standard,false,false,5
15556,D0015556,15556,O0015556,2025-01-26,2025-01-26,136.75,Delivered,2025-01-21,25,947.75,Delivered,12,W12,Warehouse 12,Netherlands,25674,5,T05,Carrier 05,Express,false,false,0
15557,D0015557,15557,O0015557,2025-08-23,2025-08-20,59.56,Delivered,2025-08-17,42,722.4,Delivered,9,W09,Warehouse 09,Spain,10336,14,T14,Carrier 14,Premium,false,false,-3
15558,D0015558,15558,O0015558,2025-10-08,2025-10-11,64.41,Delivered,2025-09-30,27,984.69,Delivered,10,W10,Warehouse 10,Germany,24023,8,T08,Carrier 08,Standard,false,false,3
15559,D0015559,15559,O0015559,2025-10-28,2025-10-22,29.78,Delivered,2025-10-18,6,131.52,Delivered,1,W01,Warehouse 01,Germany,20207,2,T02,Carrier 02,Premium,false,false,-6
15560,D0015560,15560,O0015560,2025-10-27,2025-10-22,35.27,In Transit,2025-10-20,35,266.0,In Transit,10,W10,Warehouse 10,Germany,24023,10,T10,Carrier 10,Express,false,false,-5
15561,D0015561,15561,O0015561,2025-05-29,2025-05-30,35.57,Delivered,2025-05-24,17,361.93,Delivered,8,W08,Warehouse 08,Italy,18100,5,T05,Carrier 05,Express,false,false,1
15562,D0015562,15562,O0015562,2025-01-04,2025-01-13,115.87,Delivered,2025-01-01,36,1278.72,Delivered,4,W04,Warehouse 04,France,17137,2,T02,Carrier 02,Premium,false,false,9
15563,D0015563,15563,O0015563,2025-04-08,2025-04-08,77.38,Delivered,2025-03-31,27,879.39,Delivered,8,W08,Warehouse 08,Italy,18100,3,T03,Carrier 03,Standard,false,false,0
15564,D0015564,15564,O0015564,2025-10-22,2025-10-30,33.58,Delivered,2025-10-15,3,87.45,Delivered,4,W04,Warehouse 04,France,17137,3,T03,Carrier 03,Standard,false,false,8
15565,D0015565,15565,O0015565,2025-10-14,2025-10-11,138.65,Cancelled,2025-10-06,17,1709.52,Cancelled,7,W07,Warehouse 07,Netherlands,10019,11,T11,Carrier 11,Standard,false,false,-3
15566,D0015566,15566,O0015566,2025-07-09,2025-07-06,45.63,Delivered,2025-07-05,38,334.02,Delivered,5,W05,Warehouse 05,Spain,25643,9,T09,Carrier 09,Premium,false,false,-3
15567,D0015567,15567,O0015567,2025-01-15,2025-01-15,84.82,Delivered,2025-01-09,26,1093.82,Delivered,5,W05,Warehouse 05,Spain,25643,10,T10,Carrier 10,Express,false,false,0
15568,D0015568,15568,O0015568,2025-10-19,2025-10-18,171.98,Delivered,2025-10-11,35,2293.55,Delivered,9,W09,Warehouse 09,Spain,10336,3,T03,Carrier 03,Standard,false,false,-1
15569,D0015569,15569,O0015569,2025-10-30,2025-11-03,55.97,Delivered,2025-10-25,25,319.75,Delivered,4,W04,Warehouse 04,France,17137,10,T10,Carrier 10,Express,false,false,4
15570,D0015570,15570,O0015570,2025-03-28,2025-03-29,73.46,Delivered,2025-03-24,15,388.95,Delivered,6,W06,Warehouse 06,Italy,23070,4,T04,Carrier 04,Express,false,false,1
15571,D0015571,15571,O0015571,2025-10-24,2025-11-02,52.93,In Transit,2025-10-21,21,466.2,In Transit,9,W09,Warehouse 09,Spain,10336,8,T08,Carrier 08,Standard,false,false,9
15572,D0015572,15572,O0015572,2025-08-30,2025-08-28,114.0,Delivered,2025-08-22,30,1067.4,Delivered,9,W09,Warehouse 09,Spain,10336,1,T01,Carrier 01,Premium,false,false,-2
15573,D0015573,15573,O0015573,2025-11-27,2025-11-25,60.55,In Transit,2025-11-21,18,295.02,In Transit,9,W09,Warehouse 09,Spain,10336,6,T06,Carrier 06,Standard,false,false,-2
15574,D0015574,15574,O0015574,2025-08-24,2025-08-31,119.71,Delivered,2025-08-17,28,1333.64,Delivered,10,W10,Warehouse 10,Germany,24023,12,T12,Carrier 12,Premium,false,false,7
15575,D0015575,15575,O0015575,2025-02-09,2025-02-16,88.98,Delivered,2025-02-02,23,938.63,Delivered,1,W01,Warehouse 01,Germany,20207,13,T13,Carrier 13,Standard,false,false,7
15576,D0015576,15576,O0015576,2025-09-04,2025-09-08,58.57,Delivered,2025-08-25,20,908.6,Delivered,6,W06,Warehouse 06,Italy,23070,7,T07,Carrier 07,Standard,false,false,4
15577,D0015577,15577,O0015577,2025-02-17,2025-02-23,84.28,In Transit,2025-02-09,27,867.78,In Transit,10,W10,Warehouse 10,Germany,24023,10,T10,Carrier 10,Express,false,false,6
15578,D0015578,15578,O0015578,2025-04-09,2025-04-08,28.98,In Transit,2025-04-05,6,49.32,In Transit,8,W08,Warehouse 08,Italy,18100,15,T15,Carrier 15,Express,false,false,-1
15579,D0015579,15579,O0015579,2025-11-22,2025-11-27,50.42,In Transit,2025-11-15,11,188.1,In Transit,8,W08,Warehouse 08,Italy,18100,2,T02,Carrier 02,Premium,false,false,5
15580,D0015580,15580,O0015580,2025-12-28,2025-12-31,203.77,Delivered,2025-12-20,50,2261.0,Delivered,5,W05,Warehouse 05,Spain,25643,8,T08,Carrier 08,Standard,false,false,3
15581,D0015581,15581,O0015581,2025-06-27,2025-06-27,63.81,Delivered,2025-06-23,35,499.8,Delivered,9,W09,Warehouse 09,Spain,10336,6,T06,Carrier 06,Standard,false,false,0
15582,D0015582,15582,O0015582,2025-04-23,2025-04-25,344.5,Delivered,2025-04-17,46,3991.42,Delivered,2,W02,Warehouse 02,Spain,27715,10,T10,Carrier 10,Express,false,false,2
15583,D0015583,15583,O0015583,2025-06-01,2025-05-25,101.92,In Transit,2025-05-24,33,722.7,In Transit,5,W05,Warehouse 05,Spain,25643,4,T04,Carrier 04,Express,false,false,-7
15584,D0015584,15584,O0015584,2025-04-06,2025-04-03,83.33,Delivered,2025-03-30,30,654.3,Delivered,2,W02,Warehouse 02,Spain,27715,12,T12,Carrier 12,Premium,false,false,-3
15585,D0015585,15585,O0015585,2025-08-03,2025-07-31,44.41,Delivered,2025-07-29,27,148.23,Delivered,7,W07,Warehouse 07,Netherlands,10019,5,T05,Carrier 05,Express,false,false,-3
15586,D0015586,15586,O0015586,2025-06-07,2025-06-16,80.09,In Transit,2025-06-03,41,1651.48,In Transit,1,W01,Warehouse 01,Germany,20207,14,T14,Carrier 14,Premium,false,false,9
15587,D0015587,15587,O0015587,2025-01-31,2025-02-05,86.42,Delivered,2025-01-22,40,637.2,Delivered,3,W03,Warehouse 03,Brazil,15843,8,T08,Carrier 08,Standard,false,false,5
15588,D0015588,15588,O0015588,2025-08-17,2025-08-14,39.75,Delivered,2025-08-11,7,102.06,Delivered,10,W10,Warehouse 10,Germany,24023,2,T02,Carrier 02,Premium,false,false,-3
15589,D0015589,15589,O0015589,2025-08-30,2025-08-31,53.28,Delivered,2025-08-23,30,509.1,Delivered,10,W10,Warehouse 10,Germany,24023,5,T05,Carrier 05,Express,false,false,1
15590,D0015590,15590,O0015590,2025-09-08,2025-09-03,52.72,Delivered,2025-09-01,24,890.88,Delivered,6,W06,Warehouse 06,Italy,23070,15,T15,Carrier 15,Express,false,false,-5
15591,D0015591,15591,O0015591,2025-12-16,2025-12-15,561.65,Delivered,2025-12-11,47,4804.34,Delivered,4,W04,Warehouse 04,France,17137,12,T12,Carrier 12,Premium,false,false,-1
15592,D0015592,15592,O0015592,2025-09-24,2025-09-15,52.62,Delivered,2025-09-14,22,370.48,Delivered,2,W02,Warehouse 02,Spain,27715,6,T06,Carrier 06,Standard,false,false,-9
15593,D0015593,15593,O0015593,2025-09-11,2025-09-16,45.93,Delivered,2025-09-04,12,256.32,Delivered,5,W05,Warehouse 05,Spain,25643,8,T08,Carrier 08,Standard,false,false,5
15594,D0015594,15594,O0015594,2025-03-28,2025-03-31,60.61,Delivered,2025-03-19,10,465.6,Delivered,12,W12,Warehouse 12,Netherlands,25674,8,T08,Carrier 08,Standard,false,false,3
15595,D0015595,15595,O0015595,2025-06-27,2025-06-20,39.22,In Transit,2025-06-19,6,108.18,In Transit,8,W08,Warehouse 08,Italy,18100,11,T11,Carrier 11,Standard,false,false,-7
15596,D0015596,15596,O0015596,2025-06-15,2025-06-21,55.28,Cancelled,2025-06-08,14,268.38,Cancelled,12,W12,Warehouse 12,Netherlands,25674,5,T05,Carrier 05,Express,false,false,6
15597,D0015597,15597,O0015597,2025-12-27,2025-12-28,69.94,Cancelled,2025-12-17,23,843.18,Cancelled,8,W08,Warehouse 08,Italy,18100,1,T01,Carrier 01,Premium,false,false,1
15598,D0015598,15598,O0015598,2025-06-26,2025-06-26,70.99,Delivered,2025-06-23,14,480.48,Delivered,1,W01,Warehouse 01,Germany,20207,3,T03,Carrier 03,Standard,false,false,0
15599,D0015599,15599,O0015599,2025-09-16,2025-09-11,101.55,Delivered,2025-09-09,38,785.84,Delivered,6,W06,Warehouse 06,Italy,23070,4,T04,Carrier 04,Express,false,false,-5
15600,D0015600,15600,O0015600,2025-07-26,2025-07-29,66.58,Delivered,2025-07-17,33,1108.14,Delivered,2,W02,Warehouse 02,Spain,27715,10,T10,Carrier 10,Express,false,false,3
15601,D0015601,15601,O0015601,2025-01-31,2025-01-22,84.09,Delivered,2025-01-21,38,875.9,Delivered,9,W09,Warehouse 09,Spain,10336,12,T12,Carrier 12,Premium,false,false,-9
15602,D0015602,15602,O0015602,2025-12-11,2025-12-16,29.06,Delivered,2025-12-08,5,115.15,Delivered,3,W03,Warehouse 03,Brazil,15843,15,T15,Carrier 15,Express,false,false,5
15603,D0015603,15603,O0015603,2025-09-12,2025-09-10,26.1,In Transit,2025-09-02,1,41.98,In Transit,11,W11,Warehouse 11,Germany,5748,8,T08,Carrier 08,Standard,false,false,-2
15604,D0015604,15604,O0015604,2025-04-05,2025-04-09,46.37,Delivered,2025-03-26,12,276.36,Delivered,8,W08,Warehouse 08,Italy,18100,13,T13,Carrier 13,Standard,false,false,4
15605,D0015605,15605,O0015605,2025-01-28,2025-01-29,178.17,Delivered,2025-01-22,45,1739.25,Delivered,5,W05,Warehouse 05,Spain,25643,7,T07,Carrier 07,Standard,false,false,1
15606,D0015606,15606,O0015606,2025-12-12,2025-12-16,43.7,Delivered,2025-12-08,18,419.76,Delivered,10,W10,Warehouse 10,Germany,24023,10,T10,Carrier 10,Express,false,false,4
15607,D0015607,15607,O0015607,2025-04-29,2025-05-06,120.97,Delivered,2025-04-23,24,1295.76,Delivered,4,W04,Warehouse 04,France,17137,9,T09,Carrier 09,Premium,false,false,7
15608,D0015608,15608,O0015608,2025-01-12,2025-01-13,66.92,Delivered,2025-01-07,32,540.48,Delivered,9,W09,Warehouse 09,Spain,10336,15,T15,Carrier 15,Express,false,false,1
15609,D0015609,15609,O0015609,2025-08-23,2025-08-14,74.29,Delivered,2025-08-13,20,461.0,Delivered,5,W05,Warehouse 05,Spain,25643,1,T01,Carrier 01,Premium,false,false,-9
15610,D0015610,15610,O0015610,2025-01-16,2025-01-08,32.64,Delivered,2025-01-06,4,257.8,Delivered,5,W05,Warehouse 05,Spain,25643,12,T12,Carrier 12,Premium,false,false,-8
15611,D0015611,15611,O0015611,2025-03-30,2025-03-25,45.57,Delivered,2025-03-20,8,283.76,Delivered,5,W05,Warehouse 05,Spain,25643,7,T07,Carrier 07,Standard,false,false,-5
15612,D0015612,15612,O0015612,2025-12-02,2025-12-04,95.83,Delivered,2025-11-23,42,1388.1,Delivered,10,W10,Warehouse 10,Germany,24023,13,T13,Carrier 13,Standard,false,false,2
15613,D0015613,15613,O0015613,2025-01-17,2025-01-18,159.53,Delivered,2025-01-14,45,1919.7,Delivered,10,W10,Warehouse 10,Germany,24023,14,T14,Carrier 14,Premium,false,false,1
15614,D0015614,15614,O0015614,2025-10-06,2025-10-12,49.85,Delivered,2025-10-02,29,194.01,Delivered,6,W06,Warehouse 06,Italy,23070,14,T14,Carrier 14,Premium,false,false,6
15615,D0015615,15615,O0015615,2025-08-23,2025-08-27,46.63,Delivered,2025-08-14,15,233.1,Delivered,6,W06,Warehouse 06,Italy,23070,8,T08,Carrier 08,Standard,false,false,4
15616,D0015616,15616,O0015616,2025-04-29,2025-04-24,31.53,Delivered,2025-04-22,1,40.19,Delivered,10,W10,Warehouse 10,Germany,24023,3,T03,Carrier 03,Standard,false,false,-5
15617,D0015617,15617,O0015617,2025-04-23,2025-04-22,52.57,In Transit,2025-04-15,17,312.63,In Transit,2,W02,Warehouse 02,Spain,27715,3,T03,Carrier 03,Standard,false,false,-1
15618,D0015618,15618,O0015618,2025-06-29,2025-06-28,427.84,Delivered,2025-06-23,45,4616.55,Delivered,12,W12,Warehouse 12,Netherlands,25674,8,T08,Carrier 08,Standard,false,false,-1
15619,D0015619,15619,O0015619,2025-07-22,2025-07-29,41.19,In Transit,2025-07-14,17,202.81,In Transit,2,W02,Warehouse 02,Spain,27715,5,T05,Carrier 05,Express,false,false,7
15620,D0015620,15620,O0015620,2025-11-29,2025-11-23,88.14,Delivered,2025-11-21,33,1140.15,Delivered,11,W11,Warehouse 11,Germany,5748,7,T07,Carrier 07,Standard,false,false,-6
15621,D0015621,15621,O0015621,2025-04-10,2025-04-21,192.33,Delivered,2025-04-06,41,1407.12,Delivered,2,W02,Warehouse 02,Spain,27715,8,T08,Carrier 08,Standard,false,false,11
15622,D0015622,15622,O0015622,2025-08-13,2025-08-05,28.45,Delivered,2025-08-04,1,53.21,Delivered,4,W04,Warehouse 04,France,17137,7,T07,Carrier 07,Standard,false,false,-8
